0.38302,0.00092648
0.41204,0.0016615
0.40549,0.0014618
-0.36378,0.00061341
-0.59927,0.033268
-0.58959,0.029203
0.85354,0.56341
-1.853,278
-0.2073,6.8215e-06
0.27038,5.7122e-05
-0.65277,0.065935
0.47723,0.0053806
-0.07132,1.3388e-09
-0.9383,1.2016
0.16136,9.1933e-07
-0.26818,5.3515e-05
-0.40987,0.001593
-0.71132,0.13109
0.061445,4.064e-10
-1.8461,269.85
-0.39833,0.0012677
-0.54355,0.015238
-0.9119,0.95632
0.6527,0.065877
-0.73427,0.169
0.54063,0.014597
0.97584,1.6446
-0.15687,7.3343e-07
0.2778,7.0938e-05
0.63952,0.055956
-0.080978,3.698e-09
0.54087,0.014648
-1.2626,12.914
1.1104,4.6232
-0.98956,1.839
-1.8288,250.28
1.3845,27
-0.062727,4.7935e-10
0.44892,0.0032991
-0.36326,0.0006064
-1.0206,2.3541
-3.073,15904
0.62628,0.047334
-0.28668,9.1257e-05
-0.19734,4.6005e-06
0.40561,0.0014651
-1.4193,32.941
-0.72945,0.16031
1.1473,6.0052
0.59786,0.032648
-1.2813,14.527
-2.2033,1110.6
-0.57125,0.022679
0.214,8.796e-06
0.94238,1.244
0.093725,1.1909e-08
-1.1223,5.0343
0.30616,0.00015438
-1.1723,7.1358
-0.96097,1.4544
-0.65374,0.066718
-1.2294,10.437
-0.27097,5.8122e-05
-0.89995,0.86055
-0.28569,8.8745e-05
-0.46242,0.0041815
-0.40979,0.0015903
-0.50354,0.008266
1.2333,10.705
0.61031,0.038495
0.059072,2.9655e-10
-1.4669,42.889
-1.6258,97.628
-1.9648,444.11
2.6052,4243.8
0.97237,1.5985
0.25698,3.804e-05
-0.97424,1.6232
-1.1464,5.965
0.54764,0.01618
1.5651,72
-1.6933,135.2
-0.4494,0.0033272
-0.084292,5.0971e-09
-1.992,495.84
0.84125,0.50166
-0.41466,0.0017481
1.9122,357.49
-0.3909,0.0010903
0.40918,0.0015717
-1.1424,5.8031
-0.62486,0.046485
-1.1687,6.9618
0.39258,0.0011283
1.3018,16.5
-0.59364,0.030848
0.43638,0.0026297
-0.50436,0.0083748
0.10211,2.3632e-08
1.1963,8.387
0.12028,8.7631e-08
-1.0368,2.6714
-0.8571,0.5825
-0.16987,1.3869e-06
-0.19167,3.6428e-06
-0.86582,0.63158
0.18066,2.2699e-06
1.2665,13.242
-0.25117,3.1678e-05
-0.20457,6.1343e-06
-2.2015,1103.6
-0.77451,0.25898
-1.3933,28.4
-0.38623,0.00099047
0.52559,0.011646
1.5233,57.975
1.7985,218.93
-0.11688,6.9675e-08
-0.3202,0.00022098
0.81752,0.39903
0.49016,0.0066639
0.76525,0.23521
0.77828,0.26922
-1.4803,46.115
0.54036,0.014539
-0.091539,9.8601e-09
-0.76025,0.2232
-0.6936,0.10712
1.2815,14.543
-0.80974,0.36964
-1.2368,10.952
0.21469,9.0254e-06
2.0108,534.48
0.025554,3.6371e-13
0.3083,0.00016323
-0.93825,1.2011
1.6742,123.46
0.12499,1.1912e-07
0.5301,0.012471
-0.95207,1.3501
0.85404,0.56607
0.38915,0.0010518
-1.156,6.3782
0.03974,1.2441e-11
-0.4506,0.003399
0.10925,4.0582e-08
-0.25055,3.1062e-05
-0.1899,3.3827e-06
-1.0329,2.5914
-0.32329,0.00023867
0.76653,0.23837
1.7447,171.69
-1.1605,6.5804
2.3774,2041.1
1.5261,58.836
0.16851,1.3001e-06
-0.30121,0.0001355
-0.69865,0.11353
0.83277,0.46263
-0.69461,0.10838
-0.46188,0.0041427
0.88362,0.74326
0.43594,0.002609
0.89675,0.83636
0.50473,0.008424
-0.4009,0.0013344
-0.51385,0.0097209
0.79637,0.32355
-0.67119,0.082375
1.1867,7.8639
0.7907,0.30559
0.28772,9.3931e-05
0.0032261,2.3468e-20
0.36562,0.00063862
3.5267,47858
-0.11244,5.1085e-08
-1.5566,68.934
1.9151,361.88
0.60985,0.038264
-0.64791,0.062109
2.6173,4404.6
0.55095,0.01698
0.2942,0.00011226
-0.77784,0.26802
-1.0649,3.3083
-1.7684,191.29
-0.42292,0.0020469
-1.0531,3.0255
0.64776,0.061989
-0.31763,0.0002072
1.769,191.79
1.5106,54.223
0.16401,1.0471e-06
-0.28276,8.1737e-05
1.1522,6.2108
-1.1465,5.971
0.6737,0.08487
-0.66911,0.080357
-0.40032,0.0013192
-0.6718,0.082978
