48,43,-1
43,39,-1
24,43,-1
30,50,-1
43,49,-1
16,17,1
46,34,-1
31,30,-1
8,26,-1
40,39,-1
47,40,-1
7,29,-1
22,28,-1
43,46,-1
18,19,1
6,33,-1
11,44,-1
20,23,1
40,41,-1
24,43,-1
2,7,-1
16,37,-1
20,41,-1
27,48,-1
16,29,-1
10,20,1
46,35,-1
2,25,-1
8,29,-1
48,48,-1
50,42,-1
33,44,-1
44,39,-1
19,50,-1
44,48,-1
42,35,-1
17,47,-1
19,37,-1
36,44,-1
14,35,-1
7,19,-1
42,35,-1
35,43,-1
15,33,-1
15,48,-1
40,42,-1
37,40,-1
8,41,-1
2,28,-1
42,48,-1
15,49,-1
9,39,-1
18,24,1
2,37,-1
18,33,-1
39,34,-1
25,41,-1
5,22,-1
12,48,-1
19,25,1
14,29,-1
27,49,-1
34,43,-1
5,22,-1
3,31,-1
37,35,-1
4,34,-1
16,18,1
13,22,1
9,33,-1
2,40,-1
1,20,-1
20,45,-1
1,35,-1
15,42,-1
15,20,1
48,42,-1
45,47,-1
7,18,-1
36,32,-1
2,35,-1
4,30,-1
1,43,-1
4,25,-1
9,22,1
44,33,-1
21,39,-1
46,34,-1
9,16,1
49,44,-1
31,44,-1
16,32,-1
40,44,-1
13,19,-1
38,33,-1
48,42,-1
8,20,-1
24,37,-1
44,49,-1
37,32,-1
46,22,1
9,4,1
39,3,1
39,10,1
31,3,1
14,9,1
46,2,1
34,23,1
40,23,1
45,4,1
44,27,1
45,23,1
35,3,1
1,3,1
40,10,1
42,28,1
45,18,1
17,8,1
30,13,-1
30,16,-1
15,12,1
26,7,1
49,27,1
15,10,1
31,12,1
9,1,1
26,1,1
20,4,1
7,1,1
29,3,1
22,2,1
46,14,1
15,5,1
32,19,-1
40,15,1
45,9,1
34,20,1
35,16,-1
33,18,-1
46,20,1
9,6,1
31,23,-1
21,3,1
25,3,1
32,17,-1
14,2,1
44,13,1
50,7,1
27,19,-1
6,2,1
30,3,1
38,27,1
8,2,1
44,15,1
14,5,1
46,33,1
34,9,1
47,4,1
33,5,1
30,4,1
10,4,1
50,22,1
42,2,1
46,32,1
46,33,1
25,4,1
40,6,1
40,28,1
43,21,1
39,18,1
49,18,1
10,5,1
32,11,1
45,26,1
18,12,1
42,4,1
43,24,1
43,4,1
22,17,1
29,16,-1
39,26,1
15,12,1
13,7,1
34,14,1
12,4,1
7,4,1
45,30,1
21,14,1
38,12,1
15,2,1
45,4,1
27,3,1
40,16,1
38,14,1
6,3,1
35,14,1
37,24,1
44,17,1
29,13,-1
26,7,1
