0.76038,1.7188,1.4507,-1
2.5935,0.052128,-1.2522,-1
-3.1945,-1.6021,0.030235,-1
1.2193,-0.17209,0.12162,-1
0.4508,0.71766,0.66056,-1
-1.8494,-1.9462,-0.79174,-1
-0.61319,0.421,0.64392,-1
0.48454,1.4107,0.014199,-1
5.0606,5.4326,3.6026,-1
3.9166,1.8537,0.98451,-1
-1.909,-4.3592,-3.7538,-1
4.292,1.0613,2.3444,-1
1.0259,2.6606,0.99662,-1
-0.089173,-1.7083,-1.8141,-1
1.0108,2.0431,0.7075,-1
-0.28987,0.032551,-1.2312,-1
-0.17557,2.1268,1.4147,-1
2.1068,-1.8759,-1.86,-1
1.9927,0.79002,2.1273,-1
2.0042,-0.76692,-0.98554,-1
0.94964,5.0227,2.5871,-1
-1.7076,0.33789,2.1116,-1
1.0143,2.6919,3.3132,-1
2.3055,-0.36959,-0.6835,-1
0.6914,-0.34495,-1.9434,-1
1.4633,0.38313,-0.2903,-1
1.028,2.2653,1.4787,-1
-0.42913,-0.66605,-0.17626,-1
0.4156,1.3143,0.68459,-1
-1.1134,-3.7877,-2.3145,-1
1.2564,0.1434,0.45036,-1
-1.6222,-2.1668,-2.892,-1
-1.5116,-3.272,-3.4082,-1
-1.1448,0.15649,-0.60982,-1
-4.1638,-1.8537,-1.6782,-1
2.0342,1.1706,0.40306,-1
0.45989,-1.811,-1.3896,-1
-1.0676,1.1577,-2.3412,-1
1.9379,1.6078,0.59261,-1
-2.4204,-1.7941,0.15148,-1
-0.14459,-0.044102,-1.1823,-1
-0.34146,-0.59326,0.58731,-1
0.45143,-2.4603,-1.5142,-1
0.44245,-0.19872,-0.21166,-1
-1.2231,-1.9593,-1.205,-1
-0.042499,-1.5388,-2.863,-1
-0.23317,-1.9179,-1.5297,-1
0.88771,-0.33748,1.4269,-1
1.5461,-2.2489,-1.7007,-1
1.5687,2.355,1.7248,-1
-1.2214,0.13307,-0.61492,-1
0.1094,0.029177,-0.018664,-1
-1.717,-0.99817,-0.38939,-1
-1.5747,-2.1013,-1.0242,-1
-0.0096864,1.5712,0.78643,-1
2.1675,0.98594,0.34557,-1
-1.0885,-1.7045,0.9789,-1
0.52521,2.3802,-0.68399,-1
-0.31902,-0.52331,2.0461,-1
1.5802,-0.04247,0.22887,-1
-1.5402,-1.3017,0.20256,-1
0.046043,-1.2869,-2.7857,-1
0.78139,-1.3037,-1.681,-1
1.5565,4.7653,3.2053,-1
2.1838,3.7631,3.165,-1
0.12152,0.54277,-1.4107,-1
-2.1094,-3.1057,-1.7004,-1
-1.0498,-1.9168,-2.6997,-1
-1.5013,-1.0989,-0.66061,-1
3.324,3.053,2.8001,-1
-0.87059,-2.5402,-1.5117,-1
1.0579,-3.0238,-1.1864,-1
-0.27212,-2.3923,-0.70208,-1
1.2567,1.2073,0.12405,-1
-1.0817,0.010737,0.35958,-1
-1.9831,-0.3917,-1.19,-1
-2.0115,-1.308,-2.2924,-1
0.69041,0.664,1.4615,-1
-0.25085,-0.87485,-0.64617,-1
-0.27726,1.1816,0.85429,-1
2.0072,-1.0034,0.095073,-1
0.41236,0.93099,1.3237,-1
0.27975,-1.1596,-0.51711,-1
2.2453,0.71668,1.751,-1
-1.1377,0.22975,1.2599,-1
0.98518,2.1499,1.8239,-1
1.181,-1.0801,-1.6472,-1
-0.34467,1.7614,0.65024,-1
0.305,1.1894,2.1757,-1
-1.6488,-1.0118,-2.4072,-1
-1.6235,-1.195,-0.82373,-1
0.14832,-0.25519,-2.3199,-1
1.0214,0.092699,1.1103,-1
3.6564,2.0467,2.2427,-1
-0.94313,-0.43934,-0.26868,-1
0.26493,1.4241,0.9846,-1
-0.11666,2.299,-0.95026,-1
-2.7337,-0.78095,0.22199,-1
-0.62079,-0.66598,-2.8444,-1
-2.5381,-0.4284,-2.674,-1
3.9888,2.3332,1.0294,1
6.7517,2.5958,3.2365,1
7.7665,0.54938,4.2091,1
7.4087,-0.39041,3.8031,1
4.9221,0.85927,1.8256,1
3.8731,-1.2758,1.4095,1
2.263,-0.59615,0.017793,1
5.265,-0.86656,2.4824,1
7.1454,0.48023,3.4548,1
4.2377,1.8154,1.303,1
4.6124,1.2106,1.6221,1
6.3781,2.1411,3.0357,1
6.9318,-1.2878,3.3786,1
1.8317,-0.13727,-0.37799,1
5.4471,-1.6126,2.5232,1
5.4379,0.71687,1.8663,1
4.6621,0.50752,1.8948,1
6.9963,2.4878,3.6982,1
4.1856,1.7586,1.1539,1
3.1526,0.85414,0.55827,1
5.6172,-0.774,2.4744,1
6.0281,-0.66693,2.913,1
4.5136,-3.563,1.9605,1
6.7802,-0.51447,3.3843,1
1.6056,-3.1177,0.044352,1
2.5964,1.2475,-0.091837,1
-1.8696,0.57474,-3.3467,1
6.1659,0.3988,2.8244,1
2.784,-0.95487,0.40897,1
4.434,0.16447,1.7916,1
7.2568,3.0502,3.7051,1
