0.62855,2.4552,0.9738
1.7754,0.26742,-1.5761
0.073433,1.4001,0.06224
-0.012884,-0.1602,-0.30129
2.1294,-0.081301,0.78014
-0.57852,0.96286,0.81568
0.042247,0.79838,0.80766
1.1723,-1.2543,-0.1345
0.22922,-1.7594,-0.42292
1.7664,-1.2269,-0.41106
1.3123,-1.6162,1.3564
0.40284,0.19068,-1.9584
-0.90674,-0.38596,0.057145
0.7398,-0.333,0.64218
-1.6476,-1.5491,-0.48844
0.34516,1.0725,0.89552
1.0359,0.65589,0.22369
0.30667,0.0079573,-0.83814
1.1231,1.3684,0.50867
2.5428,-0.95268,-0.017417
1.1773,0.62562,-0.19095
0.37265,0.54447,-0.56015
0.83162,0.54547,0.38629
0.56685,-0.77542,-1.95
-1.5645,0.51802,-0.17682
-0.46425,-0.51288,-0.35467
1.5457,-0.9802,-0.8058
-0.0076358,-1.356,1.1104
0.75906,1.3888,-0.58826
-1.187,-0.91834,0.97318
0.12476,-0.094053,1.5062
0.78095,-1.3626,0.11891
-1.6218,-0.24618,0.65127
0.47146,-3.8407,1.0943
-0.17697,-1.2135,0.21186
-1.1049,-1.6293,0.97347
-0.00022486,-1.1247,-1.2353
-2.2767,-0.14348,1.671
-2.5605,-0.28075,-0.90092
-1.3957,2.4991,-1.9288
-1.1674,-0.58255,2.0067
-1.3909,-0.1885,0.23421
-2.0675,-1.8043,0.86085
0.39875,-0.46695,-0.13386
-1.9067,-1.521,-0.93892
0.18073,0.15483,-3.4526
1.0097,1.1625,1.0781
0.043016,0.61283,-0.040077
0.15978,-0.74036,0.069343
-0.4174,-1.8793,0.8078
-1.7702,1.9059,-1.4273
-0.0079229,2.6285,-0.58235
1.2225,0.2653,1.7162
2.1747,-1.0947,1.0433
-0.48115,1.5847,-1.2582
-1.9473,-0.60813,-2.3874
0.24948,-0.45767,-0.38859
0.50657,1.2033,0.57313
-0.23221,-1.5788,1.4652
-1.3614,-2.2788,0.42583
2.525,0.63295,-1.0635
-2.8441,0.60852,0.686
-0.57884,0.23425,-1.1248
-1.5729,0.72603,-0.8659
-0.73335,1.4432,-0.48962
0.43503,1.3063,-1.1947
0.21482,-0.57863,-0.020825
-0.82473,1.1097,-0.79117
0.99737,0.32991,-0.038855
0.80802,-0.50144,-0.25531
0.83862,-1.3438,-0.19084
-0.47555,0.9101,-0.30567
1.33,-0.31538,1.8215
0.85494,0.17459,1.0585
3.1183,-0.85344,0.38339
1.3482,-1.7813,-1.4856
1.4627,0.32787,-1.6802
0.11063,0.041617,-2.0953
-1.5322,1.5862,3.5017
-0.40891,1.0996,1.5019
-0.88236,1.4078,0.62577
-0.64497,-0.79946,-0.88216
0.72565,-1.029,-1.093
-0.63617,-1.4366,0.98176
-1.0505,0.72762,2.2279
-0.45558,3.5336,-1.7629
-0.1513,1.0088,-0.23936
0.54707,-0.82908,0.2078
-1.121,1.1424,-2.1287
0.43438,-1.2642,1.3413
0.1413,-1.6269,-0.19681
1.6678,0.99641,2.653
-0.21534,-0.83501,-0.16771
-0.11896,0.50472,0.81218
-1.3889,1.8404,-1.0881
-1.6508,0.609,-0.45426
0.42604,1.2563,-1.1203
-0.25982,-1.849,0.79184
0.6627,0.92794,1.9055
-1.0475,2.7368,-0.41602
4.3785,4.6159,-6.549
3.2263,3.1548,-8.1442
3.9691,3.5497,-6.4891
5.3091,3.5689,-7.5262
3.9913,4.4486,-7.7984
2.5742,2.9245,-8.0637
2.7943,2.7069,-7.5051
3.636,4.3568,-7.4487
3.6093,3.4566,-8.2027
2.7836,4.0109,-7.6125
4.0653,3.6133,-8.1422
5.3952,4.4489,-6.1663
3.5364,1.4797,-8.0433
3.5935,4.2685,-6.9156
1.1477,5.0512,-8.7992
2.8955,4.6544,-7.4544
2.1376,4.3852,-7.7827
3.371,3.5773,-6.4386
4.4877,4.1862,-6.1672
5.7096,4.4886,-6.0543
6.0467,4.4205,-5.1454
3.7009,3.1018,-8.2199
3.4519,3.4903,-7.7153
4.8453,3.9317,-5.8559
4.4444,3.5711,-6.164
4.7813,4.846,-5.8038
4.7972,6.4087,-5.1188
2.031,2.3161,-9.0786
4.5058,4.1416,-6.2824
3.7319,2.5472,-8.3703
2.9129,4.8991,-6.668
2.9946,5.0139,-6.7443
5.4135,2.6817,-6.4271
2.8523,5.4747,-6.9783
2.3292,2.5945,-8.0893
4.107,4.1521,-6.4196
6.3067,5.3913,-5.8181
3.8753,4.0328,-6.9543
4.2216,6.0711,-4.8944
2.6949,6.1845,-6.3587
5.8945,4.4285,-6.1538
3.9971,2.1744,-7.6996
4.4933,3.6869,-7.1232
2.678,2.8811,-7.9027
4.89,3.3999,-7.0213
4.3206,2.9534,-7.431
2.4282,3.6801,-7.5809
3.8927,5.8321,-5.2981
3.2922,3.1251,-7.5065
3.9778,3.6613,-6.2312
3.5372,4.8993,-7.9245
3.6115,4.9567,-6.938
2.579,4.0836,-7.4365
3.4481,4.7528,-7.3407
4.7828,4.8774,-6.9615
5.9808,3.9691,-5.8155
2.4227,4.0004,-7.3265
6.7558,4.1998,-5.5544
5.7131,3.4407,-6.3368
4.0504,4.5146,-7.2281
3.4751,3.8796,-7.5889
2.9884,3.549,-7.7418
4.864,4.363,-6.8518
2.9933,4.6267,-6.9183
3.2783,4.1386,-5.8612
4.9262,4.2863,-6.7449
4.378,4.2548,-6.3349
4.9423,4.1582,-7.1285
4.4622,3.3054,-6.3909
3.353,4.5145,-7.5847
3.2147,5.057,-6.6702
4.8194,3.5972,-7.2315
3.022,5.494,-6.3463
5.2974,4.0207,-6.436
4.8124,3.8619,-6.7594
4.1964,3.1394,-5.6493
3.848,3.1662,-7.8803
4.2918,3.1077,-7.3792
8.1633,5.0798,-3.0886
3.7063,5.3278,-7.1113
1.9376,3.9937,-7.5728
6.1895,5.1436,-6.1024
4.5909,5.2708,-5.4871
3.0505,1.442,-8.5645
7.0496,4.3791,-5.1221
4.5188,4.3501,-6.767
4.2044,4.621,-6.453
2.8914,2.5051,-7.4054
2.5398,2.7089,-9.6438
1.6782,4.1831,-8.865
3.3261,3.6812,-7.2221
2.5543,4.1406,-7.9389
4.6374,3.1698,-7.3447
3.455,2.3164,-9.0014
6.0106,5.0226,-6.142
5.6941,5.3553,-5.8102
4.0449,5.4276,-6.6674
3.4977,2.4181,-8.5607
5.2551,2.9486,-7.2693
2.4399,2.26,-9.1415
0.61311,-1.9349,-6.3088
2.3683,0.23085,-4.5202
2.4425,0.58222,-5.103
2.0922,-0.49297,-3.8687
2.1547,0.016357,-4.6167
1.581,-0.016906,-5.151
2.6276,-0.12074,-4.5381
1.3116,-0.31851,-5.2008
1.3564,-0.039827,-4.3976
2.6295,-0.31649,-5.1123
3.4337,1.1083,-5.1477
1.6994,0.52309,-4.7212
1.6001,0.0092072,-4.0552
2.3641,0.1501,-5.6551
2.9199,-0.33062,-5.1082
2.8326,0.64324,-4.0257
2.2487,-0.64956,-6.3809
1.4919,0.7366,-4.4454
2.5496,0.54124,-4.2614
1.9564,0.12755,-4.8244
3.1747,0.24842,-5.2279
0.84449,-1.8367,-5.7407
2.1408,-0.68348,-5.1224
3.1017,0.67967,-4.0175
1.6086,1.2874,-4.2337
1.4999,0.22167,-5.2256
1.2415,-0.15143,-4.1222
1.7895,-0.43569,-5.1922
1.8549,-0.0028075,-5.5354
2.1371,0.63006,-5.0583
1.2836,-0.47696,-4.702
2.0917,1.1771,-4.4923
1.5174,-0.96564,-4.7971
1.7142,-0.36694,-5.106
1.3214,-0.27402,-3.5941
1.7863,-1.2975,-6.4889
5.0094,1.6192,-4.2976
4.8736,1.2638,-4.2161
2.9823,0.455,-4.6452
2.6813,0.76119,-3.7245
0.95332,0.17234,-4.9611
1.5336,0.27384,-5.0541
1.5045,-0.51326,-5.1836
2.4705,0.15812,-4.3924
2.4268,0.38316,-5.2499
2.1134,-0.73249,-4.9134
1.738,-0.75886,-6.2664
1.2481,-0.59762,-5.3432
2.0271,0.043812,-5.577
2.9758,1.4945,-4.8002
2.3802,0.6337,-4.5594
2.1741,-0.2102,-5.7495
2.5728,-0.15308,-5.5837
2.5115,1.1388,-5.5321
0.67026,1.0809,-6.2882
2.0384,0.10335,-5.0523
1.6663,-0.45001,-4.4407
0.32089,-1.5957,-5.8588
0.91114,0.1124,-5.2756
1.755,0.056437,-5.6819
2.7133,1.0008,-3.5646
1.8308,-0.64146,-5.3759
2.2421,0.23522,-4.0574
1.2714,-0.72603,-5.0976
0.21775,-0.0019516,-5.436
2.1013,-0.30768,-4.3814
1.2269,-0.39977,-4.6079
3.0037,0.20304,-4.8475
3.4744,1.2225,-3.5628
1.7117,0.1224,-3.8626
3.0207,-0.18971,-4.9365
2.8206,-0.049074,-5.0454
0.83877,-1.1501,-5.2674
1.9948,0.29081,-4.68
2.2411,0.29051,-4.3512
2.4603,-0.8146,-5.3363
2.5889,-0.92488,-4.7306
2.5869,0.21177,-4.1683
2.5903,0.66273,-4.5852
1.7612,-0.014636,-4.9366
2.34,-0.81031,-5.9912
0.13777,-1.759,-6.5698
1.0452,0.10408,-6.0413
3.0283,0.33696,-5.5259
1.4699,-0.47775,-5.3209
2.2967,0.91418,-5.6975
3.2845,0.049931,-3.3462
1.279,-0.24162,-4.7065
1.2201,-0.094768,-6.4626
1.6104,0.31757,-5.6927
2.3917,-0.36797,-5.1147
1.8514,0.13891,-6.0671
1.2046,1.319,-5.0034
0.70666,-1.4915,-4.9546
1.7129,0.12629,-5.1032
1.8377,-0.22476,-5.1303
1.5749,-0.70141,-5.914
1.8035,-0.60642,-5.5649
1.1062,-0.094768,-6.0229
2.4822,1.6028,-4.1934
