 -1.12920444   3.71482912 -10.39446603
  2.06732805  -1.5362701    5.01728542
 -5.90545383  -8.46721133  -7.70210517
 -2.09706889   4.50191496  -9.07626243
 -0.90914827   4.93595519  -9.86001129
 -0.54517693   3.81996593 -11.23456588
 -3.71970062   4.08407266 -10.38176686
 -1.34392496   2.38428865 -10.30391652
  0.53626511  -1.53554934   4.62180977
 -2.60324173  -7.39616535  -7.76668896
 -2.72962634  -7.12425009  -6.7042387 
  2.53509403  -1.84336222   2.9769139 
 -4.95210179  -2.89461044   0.50080227
 -7.15498484  -3.10778598  -2.29141071
  0.379209    -0.73001979   4.02336183
  3.69364344  -0.51742121   4.85760263
 -2.91325939  -7.98332222  -8.25857282
  0.44069523   4.52664882  -9.38050939
 -1.2392777    5.21744154  -8.95327041
 -2.64364264  -8.21986482  -8.3308603 
  0.14972724  -0.84399003   4.1816924 
 -1.50329606   4.21626884 -10.44645054
 -1.16434858   4.23178671  -9.01137732
 -1.44736826  -5.1450899   -9.54492198
  0.12984365  -3.06510126   4.48388187
  0.47723971  -1.92871273   3.80559309
 -6.179049    -2.05533466  -2.21092379
 -4.73120737  -5.94904108  -7.84295582
 -2.53741832   4.44870362  -9.41489729
  0.76303046  -0.75809826   2.34559317
 -2.49524031  -7.5971162   -7.03509471
  1.10944923  -3.6486495    4.785483  
 -4.61767113  -1.67111145  -2.01433343
 -1.00051011   2.77905153  -9.39539322
 -4.06933373  -7.24034115  -9.08714276
 -5.91299413  -2.66286528  -2.01557012
 -2.03484486   3.76775946  -9.57421815
 -1.48237219   3.29001985  -9.9167854 
 -4.72841883  -6.92324165 -10.66953197
 -5.42520893  -3.21093947  -2.74550209
 -5.34929456  -3.54577332  -0.99566454
 -2.4897318    3.52591227 -10.27681023
  0.53453281  -1.62531126   4.37100069
 -4.72065837  -6.39031148  -6.69233572
  0.1325983    4.2860253  -11.23083324
 -5.62687096  -4.44043484  -3.47385979
 -1.78245013   3.47072043 -10.26560058
  0.04798459  -0.89789333   2.9582163 
 -2.48565734   5.02757257  -9.0415908 
 -1.8461389    4.34966539  -9.50537595
 -4.08814168  -6.01566389  -7.18700724
  0.40420276  -0.70049083   3.685074  
  0.52448248  -2.94259936   4.01259414
  2.20726748   0.07227407   3.94171437
 -4.16600056   2.29232595 -10.40935167
 -2.33243626  -7.871067    -8.40490231
  0.35135148  -0.1644308    4.04607861
 -5.67274302  -7.00776119  -8.9527756 
 -3.27895244  -7.78727409  -7.05423177
  0.96553343  -0.3921737    3.40345929
 -6.40828444  -1.10222035  -3.34407667
 -0.12649706  -1.03460043   4.56193756
 -2.30647659   5.30797676  -7.4693868 
  1.04120231  -0.57607126   4.27765546
 -3.67035301  -6.95685137  -8.12381049
 -1.90819468   4.45015886 -10.22402675
 -0.03671082   4.41984255 -10.6924061 
 -3.3047049   -6.95753889  -9.55204092
 -1.07364947   6.47227319 -11.46886943
 -6.16547741  -4.63318124  -3.61121156
  1.50940724  -0.96393008   3.47290518
 -5.60217602  -0.65990849  -1.05896384
  1.11582249  -1.32317859   4.46171813
 -4.85498304  -7.88734937  -7.43151681
 -4.90541065  -7.58302774  -9.61463171
  2.5007264   -2.01857734   2.22749103
  2.92668849  -0.67424354   5.07772246
 -1.73513162   5.53811926  -8.47789569
 -5.46292123  -8.14559288  -7.4277541 
 -0.76069419  -1.11220349   5.02411592
 -3.99301725  -6.17905638  -7.96336646
 -2.65081301  -7.42749427  -9.63838456
 -5.65268215  -7.34072825  -6.92427252
 -7.03045854  -1.23734756  -1.85555384
 -6.16242728  -3.23928978  -1.14915125
 -6.02937292  -1.93618632  -2.28888629
  0.77358728  -0.28096838   5.10500789
  1.61139305  -1.97916316   2.27232298
 -5.00689462  -6.2488385   -8.76563508
 -6.08785873  -3.34363841  -2.20556127
 -1.10295231  -2.71419286   4.46302707
 -0.83158526   4.6365846   -9.23570132
 -6.46123704  -3.44402697  -1.96853637
 -4.81826839  -2.77214822  -4.72877645
  1.04573213  -0.81686884   5.03592253
  1.31403977  -1.61901516   3.64375971
 -4.56931225  -2.84827991  -3.06407702
 -1.14663009   4.10839703  -9.50919436
 -2.8039013    5.2083509   -9.95114521
 -6.58935963  -4.43379548  -3.3599084 
-4.02267724e+00 -7.17327425e+00 -7.70307259e+00
-3.97258018e+00 -6.91486590e+00 -7.68969378e+00
-5.87619738e+00 -3.28078916e+00 -5.11841490e+00
-4.84724882e+00 -3.05258800e+00 -3.46530279e-02
 1.74035731e+00 -1.17515371e+00  4.03387997e+00
-3.32315288e+00 -7.47972908e+00 -7.70128207e+00
-1.69825542e+00  2.79071751e+00 -8.87629480e+00
 2.10225736e+00 -1.65248836e+00  5.60516933e+00
-5.22347500e+00 -2.99378935e+00 -1.98389953e+00
-4.09654429e+00 -6.03189840e+00 -8.37564213e+00
-1.37108730e-01 -2.24001486e+00  3.96626549e+00
-4.49303011e+00 -6.93650519e+00 -6.39281292e+00
-4.71141588e+00 -7.87372938e+00 -7.59578865e+00
-8.06855844e-01  4.44184997e+00 -1.15365057e+01
