-1.4166,1.6397,0.217,2.232,-0.17742,-2.6299,4.9636
4.0303,3.6373,-4.1066,5.9696,-3.4241,-15.048,7.5252
0.058033,-0.40776,3.221,1.3183,0.079197,-0.36349,-0.36955
-2.5874,2.4851,0.84761,-2.6949,1.1704,1.9298,4.5105
-8.18,5.2205,4.2016,-8.6353,7.2723,8.3492,11.286
-0.14884,1.4923,-0.61222,1.7698,0.17555,-4.0784,4.7197
0.7145,-6.2489,3.4452,2.5469,4.2847,-3.1415,4.1256
-7.4541,-2.219,5.6592,-1.9606,5.7218,6.6123,11.157
-0.41193,-0.2459,-0.51725,1.7501,1.1558,-2.5075,3.763
3.9244,-1.771,-4.2838,3.7226,-1.367,-5.3119,-3.8609
-2.9911,1.736,2.3583,-0.2484,1.7333,2.3092,3.4994
1.6977,0.31768,-1.6408,-2.032,-1.4165,1.3951,-5.1218
3.2571,-0.64228,-4.027,2.7286,-5.6811,-3.4599,-4.1112
3.2267,0.59661,-5.0542,-1.0878,-1.6793,-1.2653,-5.7793
-0.68568,3.4608,0.23457,1.7774,2.4351,-7.3814,10.285
4.8339,0.99501,-7.658,0.6998,-4.4827,-4.6801,-5.883
0.026579,-2.126,-0.98388,2.7969,1.8092,-4.5136,6.0914
0.072986,-2.1158,0.87732,-0.86517,0.38591,5.0527,-6.806
-3.8202,5.3641,2.825,-5.7378,3.2804,3.4624,5.7428
0.8578,0.21902,-3.0175,-1.0288,-2.7237,-0.75459,-0.23211
-4.1814,1.0809,0.83137,-4.7999,1.3802,3.7107,8.0665
-1.0042,-1.7033,-2.2942,-1.5147,2.6604,2.728,-0.11635
-4.085,1.0172,5.1444,1.1493,7.6606,-5.5883,17.846
0.3068,3.7203,-1.9383,0.86913,-2.5617,0.59139,-4.6431
-5.6212,2.6717,3.19,-4.012,2.8089,8.4584,2.6042
-6.6863,2.8845,11.367,0.80349,3.9837,9.256,-0.22674
1.878,-2.9603,-3.3521,-3.219,-2.2943,4.6542,-7.8239
5.8104,-1.5162,-5.3527,2.4129,-5.5245,-1.5833,-13.48
9.1231,-6.9551,-6.5187,4.7735,-8.2391,-4.206,-16.255
0.57519,3.1144,1.7631,1.9067,3.0902,-5.7757,4.2685
-0.84751,-0.60734,1.5698,-0.58835,-0.60765,2.9888,-1.739
-2.2983,3.2155,3.2676,-1.4107,4.4608,-1.0064,6.7156
-0.17918,-0.23807,0.58878,0.23328,-0.10979,-1.6325,3.1875
-1.0435,-2.5388,1.2518,0.23764,1.7638,1.2784,1.8437
0.69791,-0.64508,-2.8537,1.218,-2.4046,-1.449,0.21593
-2.408,-0.75099,2.5186,1.2882,4.3078,-0.77632,6.3792
0.16683,-1.7598,-6.4461,-1.8813,0.68768,-2.184,5.3728
0.1573,-3.1238,-0.5583,-1.6865,-0.29726,2.5913,-1.5162
4.7541,2.3668,-6.0521,3.8154,-7.5206,-5.2826,-7.8637
-3.7012,-0.69523,1.2449,-3.4459,3.262,6.9226,1.2153
-3.9349,0.90924,2.0586,-2.9207,3.9761,2.7163,7.2223
-3.5002,1.8336,5.3478,-1.0779,3.1771,4.7464,0.98656
5.5356,0.69828,-1.9131,4.9477,-9.1206,-2.7188,-13.704
-1.3432,-1.1009,-4.3192,-5.0189,1.6674,3.3086,2.574
-1.9569,1.3162,2.9312,0.52316,-1.4225,4.3776,-2.8471
-7.1355,5.2456,7.5361,0.53388,8.8995,-3.9037,20.884
-4.3998,5.0326,0.71414,-1.5633,3.0322,-2.8174,14.46
0.63623,0.21417,1.0358,0.30778,0.20439,3.0907,-7.5036
-1.2914,-4.1822,2.225,-1.3206,2.544,8.7457,-7.6072
-3.578,-1.8868,7.0873,-0.25503,7.1735,3.7975,3.617
3.6172,-2.6192,-2.9526,0.40962,-3.0535,0.20686,-8.4873
-1.7935,-0.68326,-0.1261,-1.3722,1.9774,2.9351,1.1087
0.54541,-1.1324,-0.74902,0.83014,-1.4336,-1.623,1.3609
5.6172,-0.58286,-4.6786,3.0841,-8.4377,-3.0914,-11.135
1.681,0.34008,-2.9877,0.53681,-3.8818,-0.8318,-3.266
3.0332,-3.304,-0.55161,3.3035,0.55364,-3.7277,-2.6216
-3.5234,5.5478,-2.1818,-0.52174,3.2252,-7.2545,17.863
-3.777,0.64055,6.5143,1.6222,5.4921,0.1056,7.5302
0.20878,-1.986,-0.97579,-0.59327,-0.0093692,0.34404,0.49518
-1.5066,4.9164,-0.26685,-0.62744,0.77856,-0.83941,2.836
-5.231,-1.2454,5.0301,-4.8636,7.4452,2.133,14.686
2.3473,-3.184,2.521,3.2995,0.31907,-0.42084,-6.4506
1.6218,-2.1478,-0.25855,-1.0874,0.7168,2.7134,-6.6544
-3.5194,-0.032488,9.7803,-4.1822,8.3332,9.7349,-3.9534
-3.5953,6.21,0.51699,-4.9201,-0.057084,2.7212,5.3189
-0.71294,1.919,-3.5734,-3.1449,3.6852,-0.70952,3.8159
5.4472,-0.38946,-1.1282,2.2838,-3.5271,-3.2086,-10.07
-1.0279,0.70903,-1.6337,0.48951,-1.0686,-0.44038,2.5779
7.5005,1.6593,-6.5626,5.8547,-10.051,-11.073,-5.9013
2.8105,-0.59912,-0.21903,2.2768,-1.9001,-1.9669,-5.2593
-2.5892,-1.0279,4.7487,4.556,1.8102,0.99272,1.3325
5.7599,-2.0403,-5.499,0.77411,-9.7542,3.674,-19.517
-0.24299,3.4144,-6.4135,-3.003,-6.9523,1.7377,-1.0572
1.51,-0.53347,-2.1765,1.7271,-2.0263,-2.6079,-0.60142
-3.8372,4.2337,0.71797,-2.2762,2.4384,1.3398,7.1196
-0.54834,-1.8946,5.8098,0.46654,3.5472,4.0486,-4.7083
-0.80055,2.7483,2.9526,1.2113,-1.6859,4.3255,-7.4619
7.109,-5.8782,-0.57596,5.6822,-3.0824,-5.6519,-10.721
1.986,1.0271,4.8599,5.6368,-2.9612,-8.4834,4.3015
3.8777,-2.5529,-0.84512,1.2697,-6.0101,2.1046,-12.655
-0.51815,2.3116,2.3756,-2.139,0.70773,3.6218,-4.2751
4.4965,-2.4778,-7.1066,0.66834,-0.63742,-5.9308,-1.2416
0.84242,1.2214,1.4713,2.2681,-1.1423,-1.9342,-1.4221
3.9705,-0.22831,-4.1167,1.8448,-2.2145,-7.2086,0.4923
-1.4367,1.0223,2.7056,2.3784,-0.49115,1.651,-1.7354
2.3054,0.067469,-0.031647,1.5558,-4.1939,-2.2131,-3.4359
1.9989,-3.0947,2.1794,0.26231,-0.017047,0.8982,-5.0816
0.20947,1.1699,-2.4274,0.79825,1.5785,-8.9656,12.554
1.3733,-3.6477,0.35275,2.1701,3.1224,-2.6927,0.72676
4.0858,-1.0808,-3.6434,0.75625,-4.5049,-2.4389,-6.5939
-2.9863,1.0811,3.0249,-1.9807,2.3835,2.1486,5.5448
4.2909,-0.37742,-6.5785,1.5396,-6.768,-3.1115,-6.5762
0.1116,3.804,-1.8937,2.6034,-1.1721,-6.8321,6.6433
-1.1942,-7.6665,3.4247,0.82415,5.348,0.47189,5.6348
1.6637,-3.5839,-3.6212,2.1645,1.7626,-8.3038,9.3783
1.2977,-2.7324,1.0513,1.9313,0.87223,-1.5607,-0.86006
-1.8749,5.0155,4.9104,-1.6885,-0.95447,2.3813,-0.041978
1.3575,-1.0801,-4.5228,-0.40979,-4.6844,0.52296,-2.7767
3.6755,1.5575,-7.0788,2.8752,-8.0924,-2.9182,-7.2221
-2.7637,4.833,-0.70441,-0.096041,-1.4405,-3.1241,9.511
3.2706,-2.0275,-1.6866,3.0429,-4.7572,-2.034,-6.1463
-1.0054,-0.98848,8.5421,3.8173,4.2828,4.1703,-7.3427
-2.1045,4.6574,2.834,-1.6598,2.5455,0.15881,3.8027
0.46787,-1.0545,-4.678,-3.9762,-0.29941,2.5209,-1.4442
-6.0656,1.4599,8.0114,-3.0074,6.1824,7.5806,4.3448
4.3031,-1.6682,-6.1172,-2.4975,-2.5192,1.6295,-10.754
0.65578,1.6713,0.58257,3.2145,-0.73137,-6.3326,4.8948
-1.6896,-1.1571,3.4211,0.51583,-0.29951,1.755,2.0228
1.9909,-3.9349,0.40054,4.5163,-1.6009,1.047,-8.2355
-4.3367,5.3178,5.1095,0.21878,6.1108,-0.67599,8.662
-3.9351,-1.4137,0.46283,-2.6608,5.3969,3.3251,7.3218
4.1104,0.83544,-4.9974,0.93829,-7.633,2.38,-15.579
0.0024284,0.18186,2.9718,4.1906,-0.35283,-2.5837,0.64985
0.98904,-2.4268,-3.479,-0.76269,-1.0169,-0.027689,-0.76215
0.35155,4.4484,0.59543,1.7772,-4.1172,-1.816,-1.5379
-3.8247,-2.4318,2.7343,-2.3626,6.4934,2.3874,8.7066
-0.79843,-1.4755,2.0533,-0.78114,7.392,-3.3627,8.1752
-0.76827,-3.0581,0.60671,-2.4861,3.9713,5.2834,-3.3398
-2.8643,1.3769,0.96256,-2.7053,-0.58474,5.1732,0.63911
0.674,-0.46484,-1.2082,-0.63755,-2.9217,4.0184,-7.379
-4.0649,-0.25299,-0.96042,-4.3501,6.5865,3.5455,7.6434
-3.3751,2.7964,5.4746,-1.3727,4.1418,3.3064,2.7341
-6.0485,10.719,3.3444,-2.5025,10.765,-5.952,20.323
-0.97676,1.9675,1.5126,2.1125,0.49182,-1.4441,1.8994
-1.9291,6.5807,4.1909,-0.6988,-1.2541,6.0871,-8.4222
2.6278,1.4986,-4.472,-1.6167,-5.4176,3.9834,-12.396
-8.0401,8.8207,6.1667,-9.6165,1.7246,8.1718,10.595
0.63314,-6.4378,-1.3104,-4.0402,2.4597,6.7357,-6.2262
4.1804,-5.2221,2.6851,1.5956,-1.7219,3.5817,-14.773
-4.1107,6.2207,6.6803,-3.1092,2.2732,2.565,5.4757
2.1841,-1.9677,-4.1719,3.2776,-5.4088,-0.87197,-5.6121
0.13542,2.048,-0.93677,4.7222,-1.2862,-6.5016,5.0461
0.67354,-1.0435,-1.0833,0.35922,-0.20637,0.75834,-2.8012
1.5321,-4.9589,-0.52773,3.5141,-0.59922,-4.2267,3.1263
4.488,-3.9943,-7.1434,-3.6566,-3.5468,1.9478,-9.3694
-3.413,3.6364,0.94413,-1.3645,0.96132,-1.4658,10.538
-6.6259,0.38764,7.5055,-1.3254,7.1403,4.6241,9.8778
0.58728,1.3235,1.1961,1.186,0.18934,-1.266,-1.0181
2.4969,-2.2665,-1.5702,0.13991,0.76682,2.8243,-10.517
-3.0541,1.6194,1.9116,-4.2682,2.8808,4.0141,3.7262
-1.5202,-5.8649,7.4792,4.3434,7.0074,-4.5272,10.868
-4.8126,2.4699,4.3229,-1.5887,2.5226,1.6335,9.4989
3.0843,2.1383,-5.3543,2.5915,-7.989,-1.7135,-7.9617
1.4896,-0.14968,1.0326,0.55529,-1.4272,0.6403,-4.8767
0.31229,3.0765,-3.8313,-4.2563,-0.13483,-2.7227,5.3408
1.4276,-0.90179,-2.7591,0.99079,0.034948,-3.0809,0.995
-1.5882,-0.42826,-1.5353,-4.5323,5.3557,-2.8263,12.486
